Pergunta 1; Pergunta 2; Pergunta 3; Pergunta 4; Pergunta 5; Pergunta 6
A New Hope;"Droid,Nautolan,Kel Dor";"M:60,F:17";1.74;"Roos Tarpals,Rugor Nass,Jar Jar Binks";3
